dim_date_id,date,day,day_suffix,week_day,week_day_name,DOW_in_month,day_of_year,week_of_month,week_of_year,ISO_week_of_year,month,month_name,quarter,quarter_name,year,MMYYYY,month_year,first_day_of_month,last_day_of_month,first_day_of_quarter,last_day_of_quarter,first_day_of_year,last_day_of_year,first_day_of_next_month,first_day_of_next_year
20130927,2013-09-27 00:00:00.0000000,27,"th",6,"Friday",4,270,4,39,39,9,"September",3,"Third",2013,"092013","Sep 2013",2013-09-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-07-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20130922,2013-09-22 00:00:00.0000000,22,"nd",1,"Sunday",4,265,4,39,38,9,"September",3,"Third",2013,"092013","Sep 2013",2013-09-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-07-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20130926,2013-09-26 00:00:00.0000000,26,"th",5,"Thursday",4,269,4,39,39,9,"September",3,"Third",2013,"092013","Sep 2013",2013-09-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-07-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20130929,2013-09-29 00:00:00.0000000,29,"th",1,"Sunday",5,272,5,40,39,9,"September",3,"Third",2013,"092013","Sep 2013",2013-09-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-07-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20130930,2013-09-30 00:00:00.0000000,30,"th",2,"Monday",5,273,5,40,40,9,"September",3,"Third",2013,"092013","Sep 2013",2013-09-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-07-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131001,2013-10-01 00:00:00.0000000,1,"st",3,"Tuesday",1,274,1,40,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131005,2013-10-05 00:00:00.0000000,5,"th",7,"Saturday",1,278,1,40,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131003,2013-10-03 00:00:00.0000000,3,"rd",5,"Thursday",1,276,1,40,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131004,2013-10-04 00:00:00.0000000,4,"th",6,"Friday",1,277,1,40,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131002,2013-10-02 00:00:00.0000000,2,"nd",4,"Wednesday",1,275,1,40,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131009,2013-10-09 00:00:00.0000000,9,"th",4,"Wednesday",2,282,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131011,2013-10-11 00:00:00.0000000,11,"th",6,"Friday",2,284,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131010,2013-10-10 00:00:00.0000000,10,"th",5,"Thursday",2,283,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131006,2013-10-06 00:00:00.0000000,6,"th",1,"Sunday",1,279,2,41,40,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131012,2013-10-12 00:00:00.0000000,12,"th",7,"Saturday",2,285,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131008,2013-10-08 00:00:00.0000000,8,"th",3,"Tuesday",2,281,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131007,2013-10-07 00:00:00.0000000,7,"th",2,"Monday",1,280,2,41,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131014,2013-10-14 00:00:00.0000000,14,"th",2,"Monday",2,287,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131015,2013-10-15 00:00:00.0000000,15,"th",3,"Tuesday",3,288,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131019,2013-10-19 00:00:00.0000000,19,"th",7,"Saturday",3,292,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131013,2013-10-13 00:00:00.0000000,13,"th",1,"Sunday",2,286,3,42,41,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131017,2013-10-17 00:00:00.0000000,17,"th",5,"Thursday",3,290,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131018,2013-10-18 00:00:00.0000000,18,"th",6,"Friday",3,291,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131016,2013-10-16 00:00:00.0000000,16,"th",4,"Wednesday",3,289,3,42,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131023,2013-10-23 00:00:00.0000000,23,"rd",4,"Wednesday",4,296,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131025,2013-10-25 00:00:00.0000000,25,"th",6,"Friday",4,298,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131024,2013-10-24 00:00:00.0000000,24,"th",5,"Thursday",4,297,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131020,2013-10-20 00:00:00.0000000,20,"th",1,"Sunday",3,293,4,43,42,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131026,2013-10-26 00:00:00.0000000,26,"th",7,"Saturday",4,299,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131022,2013-10-22 00:00:00.0000000,22,"nd",3,"Tuesday",4,295,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131021,2013-10-21 00:00:00.0000000,21,"st",2,"Monday",3,294,4,43,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131028,2013-10-28 00:00:00.0000000,28,"th",2,"Monday",4,301,5,44,44,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131029,2013-10-29 00:00:00.0000000,29,"th",3,"Tuesday",5,302,5,44,44,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131027,2013-10-27 00:00:00.0000000,27,"th",1,"Sunday",4,300,5,44,43,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131031,2013-10-31 00:00:00.0000000,31,"st",5,"Thursday",5,304,5,44,44,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131030,2013-10-30 00:00:00.0000000,30,"th",4,"Wednesday",5,303,5,44,44,10,"October",4,"Fourth",2013,"102013","Oct 2013",2013-10-01 00:00:00.0000000,2013-10-31 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-11-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131101,2013-11-01 00:00:00.0000000,1,"st",6,"Friday",1,305,1,44,44,11,"November",4,"Fourth",2013,"112013","Nov 2013",2013-11-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-12-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131102,2013-11-02 00:00:00.0000000,2,"nd",7,"Saturday",1,306,1,44,44,11,"November",4,"Fourth",2013,"112013","Nov 2013",2013-11-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-12-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131109,2013-11-09 00:00:00.0000000,9,"th",7,"Saturday",2,313,2,45,45,11,"November",4,"Fourth",2013,"112013","Nov 2013",2013-11-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-12-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131105,2013-11-05 00:00:00.0000000,5,"th",3,"Tuesday",1,309,2,45,45,11,"November",4,"Fourth",2013,"112013","Nov 2013",2013-11-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-12-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20131104,2013-11-04 00:00:00.0000000,4,"th",2,"Monday",1,308,2,45,45,11,"November",4,"Fourth",2013,"112013","Nov 2013",2013-11-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,2013-10-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-01-01 00:00:00.0000000,2013-12-31 00:00:00.0000000,2013-12-01 00:00:00.0000000,2014-01-01 00:00:00.0000000
20250721,2025-07-21 00:00:00.0000000,21,"st",2,"Monday",3,202,4,30,30,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250728,2025-07-28 00:00:00.0000000,28,"th",2,"Monday",4,209,5,31,31,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250729,2025-07-29 00:00:00.0000000,29,"th",3,"Tuesday",5,210,5,31,31,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250727,2025-07-27 00:00:00.0000000,27,"th",1,"Sunday",4,208,5,31,30,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250731,2025-07-31 00:00:00.0000000,31,"st",5,"Thursday",5,212,5,31,31,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250730,2025-07-30 00:00:00.0000000,30,"th",4,"Wednesday",5,211,5,31,31,7,"July",3,"Third",2025,"072025","Jul 2025",2025-07-01 00:00:00.0000000,2025-07-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-08-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250801,2025-08-01 00:00:00.0000000,1,"st",6,"Friday",1,213,1,31,31,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250802,2025-08-02 00:00:00.0000000,2,"nd",7,"Saturday",1,214,1,31,31,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250809,2025-08-09 00:00:00.0000000,9,"th",7,"Saturday",2,221,2,32,32,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250805,2025-08-05 00:00:00.0000000,5,"th",3,"Tuesday",1,217,2,32,32,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250804,2025-08-04 00:00:00.0000000,4,"th",2,"Monday",1,216,2,32,32,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
20250808,2025-08-08 00:00:00.0000000,8,"th",6,"Friday",2,220,2,32,32,8,"August",3,"Third",2025,"082025","Aug 2025",2025-08-01 00:00:00.0000000,2025-08-31 00:00:00.0000000,2025-07-01 00:00:00.0000000,2025-09-30 00:00:00.0000000,2025-01-01 00:00:00.0000000,2025-12-31 00:00:00.0000000,2025-09-01 00:00:00.0000000,2026-01-01 00:00:00.0000000
